,restaurant_name,avg_rating,special_diets,price_level,cuisines,address,ZIP
163,Volksgarten Pavillon,3.0,Vegetarian Friendly,€€-€€€,['Pub'],"Burgring 1, Vienna 1010 Austria",1010
164,Restaurant Eckel,4.5,Vegetarian Friendly,€€€€,"['Austrian', 'European', 'Central European']","Sieveringer Strasse 46 1190 Wien, Vienna 1190 Austria",1190
165,Cafe Diglas Fleischmarkt 16,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Cafe', 'European', 'Central European']","Fleischmarkt 16, Vienna 1010 Austria",1010
166,Sichuan,3.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Chinese', 'Asian']","Arbeiterstrandbadstrasse 122, Vienna 1220 Austria",1220
167,Pizzeria Da Annalisa,4.0,Vegetarian Friendly,€,"['Italian', 'Pizza', 'International']","Roetzergasse 40, Vienna 1170 Austria",1170
168,The Sly & Arny,3.5,Vegetarian Friendly,€,"['Bar', 'International']","Lackierergasse 5, Vienna 1090 Austria",1090
169,Bunkerei,3.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Obere Augartenstrasse 1a, Vienna 1020 Austria",1020
170,Point of Sale,3.5,Vegetarian Friendly,€€-€€€,"['Cafe', 'European', 'Fusion']","Schleifmuehlgasse 12-14, Vienna 1040 Austria",1040
171,At Eight Restaurant,4.5,"Vegetarian Friendly, Gluten Free Options",€€€€,"['Austrian', 'European', 'Central European', 'International', 'Contemporary']","Kaerntner Ring 8 The Ring Hotel - Relais & Chateaux, Vienna 1010 Austria",1010
172,Gasthaus Zur Gruab'n,4.5,Vegetarian Friendly,€,"['German', 'Austrian', 'European', 'Central European']","Untere Viaduktgasse 41, Vienna 1030 Austria",1030
173,Sosaku,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Japanese', 'Sushi', 'Asian']","Neustiftgasse 24, Vienna 1070 Austria",1070
174,Cafe der Provinz,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['French', 'Cafe', 'European']","Maria-Treu-Gasse 3, Vienna 1080 Austria",1080
175,Cafe Schwarzenberg,3.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'Cafe', 'European', 'Central European']","Kaerntner Ring 17, Vienna 1010 Austria",1010
176,Haas & Haas Colonial Teahouse,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,['Cafe'],"Kaerntner Ring 9-13, Vienna 1010 Austria",1010
177,Julius Meinl am Graben,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European', 'International']","Graben 19, Vienna 1010 Austria",1010
178,Theatercafe Wien,3.0,Vegetarian Friendly,€€-€€€,"['European', 'International', 'Central European']","Linke Wienzeile 6, Vienna 1060 Austria",1060
179,Cafe Restaurant Halle,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Bar', 'Cafe', 'European', 'Central European']","Museumsplatz 1, Vienna 1070 Austria",1070
180,Piaristenkeller,4.0,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Austrian', 'Central European']","Piaristengasse 45, Vienna 1080 Austria",1080
181,Danube Tower,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['German', 'Austrian', 'European', 'Central European']","Donauturmplatz 1, Vienna 1220 Austria",1220
182,Cafe Einstein,4.0,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['German', 'Austrian', 'Bar', 'Cafe', 'European', 'Central European']","Rathausplatz 4, Vienna 1010 Austria",1010
183,Weibel's Wirtshaus,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Kumpfgasse 2, Vienna 1010 Austria",1010
184,Lusthaus im Prater,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Mediterranean', 'European', 'Central European']","Freudenau 254 Ende Prater Hauptallee, Vienna 1020 Austria",1020
185,Inigo,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['German', 'Austrian', 'European', 'Central European']","Baeckerstrasse 18, Vienna 1010 Austria",1010
186,Meierei Schonbrunn,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Cafe', 'European']","Kronprinzengarten Schloss Schonbrunn, Vienna 1130 Austria",1130
187,Levante,3.5,Vegetarian Friendly,€€-€€€,"['Mediterranean', 'Turkish', 'Middle Eastern']","Wallnerstrasse 2, Vienna 1010 Austria",1010
188,Bistro 59,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Kaerntner Strasse 59, Vienna 1010 Austria",1010
189,D'Landsknecht,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['German', 'Austrian', 'European', 'Central European']","Porzellangasse 13, Vienna 1090 Austria",1090
190,Jonathan & Sieglinde,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European']","Riemergasse 16, Vienna 1010 Austria",1010
191,Wild,4.0,Vegetarian Friendly,€€-€€€,"['German', 'Austrian', 'European', 'Central European']","Radetzkyplatz 1, Vienna 1030 Austria",1030
192,Biergasthof Otto,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Bar', 'Central European', 'European']","Altmannsdorfer Strasse 101, Vienna 1120 Austria",1120
193,MiLL,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European', 'International']","Millergasse 32, Vienna 1060 Austria",1060
194,Schloss Wilhelminenberg,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Savoyenstrasse 2, Vienna 1160 Austria",1160
195,Leopold Essen & Trinken,4.0,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['German', 'Austrian', 'European', 'Central European']","Grosse Pfarrgasse 11 1020 Vienna, Vienna 1020 Austria",1020
196,Pfarrwirt,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€€€,['Austrian'],"Pfarrplatz 5 Grinzing, Vienna 1190 Austria",1190
197,Restaurant Hafes,3.5,Vegetarian Friendly,€€-€€€,"['Persian', 'Middle Eastern']","Kaiserstrasse 98, Vienna 1070 Austria",1070
198,IKI,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Japanese', 'Sushi', 'Asian']","Am Belvedere 1 1100 Vienna, Vienna 1100 Austria",1100
199,Tewa am Naschmarkt,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Mediterranean', 'Middle Eastern', 'Bar', 'International', 'Healthy']","Naschmarkt 672, Vienna 1060 Austria",1060
200,Ristorante Roma,3.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Mediterranean', 'European']","Kutschkergasse 39, Vienna 1180 Austria",1180
201,Pizza Bizzi,3.5,"Vegetarian Friendly, Vegan Options",€,"['Italian', 'Pizza']","Rotenturmstrasse 4, Vienna 1010 Austria",1010
202,YOU.,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Bar', 'European', 'Central European', 'International', 'Mediterranean']","Opernring 13 Hotel Le Méridien, Vienna 1010 Austria",1010
203,Le Wei Restaurant,4.5,Vegetarian Friendly,€€-€€€,"['Chinese', 'Asian', 'Central Asian']","Heinrichsgasse 6 1010 Vienna, Vienna 1010 Austria",1010
204,BIBIM,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Austrian', 'Asian', 'Korean', 'European']","Rennweg 60, Vienna 1030 Austria",1030
205,Cafebrennerei Franze,4.5,Vegetarian Friendly,€€-€€€,"['Cafe', 'Deli', 'International']","Schulgasse 25, Vienna 1180 Austria",1180
206,Cafe Bellaria,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Cafe', 'European', 'Central European']","Wien 1 Bellariastrasse 6, Vienna 1010 Austria",1010
207,Monte Ofelio Shop,4.5,Vegetarian Friendly,€€-€€€,['Italian'],"Obere Augartenstrasse 70, Vienna 1020 Austria",1020
208,Restaurant Alaverdi,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,['Georgian'],"Marxergasse 5, Vienna 1030 Austria",1030
209,Cafe Mendez,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['International', 'Cafe', 'Street Food']","Karlsplatz 2, Vienna 1010 Austria",1010
210,Mosquito Mexican Restaurant Cocktailbar,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Steakhouse', 'Mexican']","Margaretenstrasse 76, Vienna 1050 Austria",1050
211,Cafe am Platz,3.5,Vegetarian Friendly,€€-€€€,['Cafe'],"Hietzinger Haupstrasse Am Platz 6, Vienna 1130 Austria",1130
212,Casa Mia,4.0,Vegetarian Friendly,€€-€€€,['Italian'],"Zehetnergasse 13, Vienna 1140 Austria",1140
213,MIR Cafe Restaurant,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Romana', 'Lazio', 'Central-Italian']","Schleifmuehlgasse 21, Vienna 1040 Austria",1040
214,Figar 1040,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'Cafe', 'European']","Schleifmuehlgasse 7, Vienna 1040 Austria",1040
215,Kook,4.5,Vegetarian Friendly,€€-€€€,['Persian'],"Brunnengasse 74 A 100 Mts Del Hotel Exe Vienna, Vienna 1160 Austria",1160
216,Chili & Pfeffer,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Chinese', 'Asian']","Schottenfeldgasse 86, Vienna 1070 Austria",1070
217,Weingut & Heuriger Christ,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Wine Bar']","Amtsstrasse 10-14, Vienna 1210 Austria",1210
218,Zum Hopfbaer,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Esslinger Hauptstrasse 104, Vienna 1220 Austria",1220
219,Pizzeria Eduardo,3.5,Vegetarian Friendly,€€-€€€,['Italian'],"Loewengasse 31A, Vienna 1030 Austria",1030
220,PACO Restaurant,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Spanish', 'European', 'Mediterranean', 'Fusion']","Nussdorfer Strasse 7, Vienna 1090 Austria",1090
221,Die Schwemme Wiener Bistro,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'Gastropub', 'Bar', 'International', 'Mediterranean', 'European', 'Pub', 'Street Food']","Marokkanergasse 3, Vienna 1030 Austria",1030
222,Via Toledo Enopizzeria,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Neapolitan', 'Campania', 'Southern-Italian']","Laudongasse 13, Vienna 1080 Austria",1080
223,Bettelstudent,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'Dining bars']","Johannesgasse 12, Vienna 1010 Austria",1010
224,Annam Restaurant,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Asian', 'Fusion', 'Vietnamese']","Zieglergasse 13, Vienna 1070 Austria",1070
225,BAO BAR 1070,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Fast food', 'Asian', 'Fusion', 'Healthy', 'Street Food']","Zollergasse 2, Vienna 1070 Austria",1070
226,Cafe Mocca,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Cafe', 'European']","Gersthofer Strasse 2a S-Bahn Gesrthof, Vienna 1180 Austria",1180
227,Pizza Mari',4.0,"Vegetarian Friendly, Vegan Options",€,"['Italian', 'Pizza', 'Neapolitan', 'Campania', 'Southern-Italian', 'Mediterranean']","Leopoldsgasse 23a, Vienna 1020 Austria",1020
228,Cafe am Yppenplatz,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,['Cafe'],"Payergasse 12/3, Vienna 1160 Austria",1160
229,Starbucks,4.0,Vegan Options,€€-€€€,['Cafe'],"Schottengasse 9, Vienna 1010 Austria",1010
230,Safran,5.0,Vegetarian Friendly,€€-€€€,['Indian'],"Kinskygasse 21 Liesing, Vienna 1230 Austria",1230
231,SHOYU Ramen,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Japanese', 'Asian', 'Soups']","Seilerstaette 10 1010 Vienna, Vienna 1010 Austria",1010
232,Zum Basilisken,2.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European', 'Gastropub']","Schoenlaterngasse 3/5, Vienna 1010 Austria",1010
233,Reinthaler,4.0,"Vegetarian Friendly, Gluten Free Options",€,['Austrian'],"Gluckgasse 5, Vienna 1010 Austria",1010
234,Muscheln & mehr,4.5,Vegetarian Friendly,€€-€€€,"['Seafood', 'Italian', 'European', 'Swedish']","Kochgasse 18 1080 Wien, Vienna 1080 Austria",1080
235,Brandauers Bierstube,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Bar', 'Gastropub', 'Pub', 'Central European']","Am Platz 5 1130 Wien, Vienna 1130 Austria",1130
236,Trattoria Triestina,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Mediterranean']","Grosse Sperlgasse 6, Vienna 1020 Austria",1020
237,Pizzeria Caorle Ristorante,3.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Austrian', 'Pizza', 'Mediterranean', 'European', 'Diner']","Güpferlingstraße 7, Vienna 1170 Austria",1170
238,Cafeteria Maximilian,3.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'Central European', 'Cafe', 'European']","Universitatsstrasse 2, Vienna 1090 Austria",1090
239,Kent Restaurant Brigittenau,4.5,"Vegetarian Friendly, Halal, Vegan Options",€€-€€€,"['Mediterranean', 'Turkish']","Jaegerstrasse 45, Vienna 1200 Austria",1200
240,Mari’s Metcha Matcha,4.0,"Vegetarian Friendly, Gluten Free Options, Vegan Options",€€-€€€,"['Japanese', 'Asian']","Neustiftgasse 7, Vienna 1070 Austria",1070
241,Zur Mitzitant,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Seidengasse 39, Vienna 1070 Austria",1070
242,Superfood Deli,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€,"['Cafe', 'American']","Mariahilfer Strasse 45/17-19, Vienna 1060 Austria",1060
243,Felzl Backerei Cafe,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'Cafe']","Helferstorferstrasse 2 Schottentor, Vienna 1010 Austria",1010
244,Café Le Marché,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Cafe', 'European', 'Central European']","Waehringer Strasse 6-8, Vienna 1090 Austria",1090
245,Saigon Bistro,5.0,Vegetarian Friendly,€,"['Vietnamese', 'Asian']","Meidlinger Markt Stand 77 und 78, Vienna 1120 Austria",1120
246,Coconut &Curry,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€,"['Asian', 'Japanese', 'Thai']","Praterstrasse 53, Vienna 1020 Austria",1020
247,La Fornace,4.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Mediterranean']","Ziegelofengasse 15 Autobus linea 13A fermata Leibenfrostgasse, Vienna 1050 Austria",1050
248,Schrnk,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['American', 'Bar', 'International', 'European', 'Healthy']","Kaerntner Strasse 61, Vienna 1010 Austria",1010
249,Rice Time,3.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Vietnamese', 'Asian']","Garnisongasse 10, Vienna 1090 Austria",1090
250,Pizzakeller,4.0,Vegetarian Friendly,€,"['Italian', 'Austrian', 'Pizza', 'European']","Am Kaisermuehlendamm 53, Vienna 1220 Austria",1220
251,Ghisallo,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Italian', 'Mediterranean', 'European']","Schoenbrunner Strasse 97 Ecke Schönbrunnerstrasse - Reinprechtsdorferstrasse, Vienna 1050 Austria",1050
252,Feuerdorf,5.0,Vegetarian Friendly,€€-€€€,['European'],"Freda-Meissner-Blau Promenade Donaukanal, Vienna 1010 Austria",1010
253,Ströck Gastroonomiebetrieb,3.5,"Vegetarian Friendly, Vegan Options",€,"['Austrian', 'Cafe', 'European']","Am Hauptbahnhof 1 Erdgeschoß, TOP 135, Vienna 1100 Austria",1100
254,Freiraum,3.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['International', 'Contemporary', 'Dining bars']","Mariahilfer Strasse 117 1060, Vienna 1060 Austria",1060
255,burgerlover ... bin im Leo,4.5,Vegetarian Friendly,€€-€€€,"['European', 'Austrian']","Servitengasse 14 Entrance Gruenentorgasse 21, Vienna 1090 Austria",1090
256,Yi Pin Bu Yi,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Street Food', 'Chinese']","Westbahnstrasse 14, Vienna 1070 Austria",1070
257,Sasso d'Oro,4.0,Vegetarian Friendly,€€-€€€,['Italian'],"Julius-Tandler-Platz 6, Vienna 1090 Austria",1090
258,Sofienwirt,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Kegelgasse 19 Ecke Seidlgasse, Vienna 1030 Austria",1030
259,Bortolotti,4.5,Vegetarian Friendly,€€-€€€,['Cafe'],"Mariahilfer Strasse 94, Vienna 1070 Austria",1070
260,The Golden Harp Irish Pub Alsergrund,4.0,Vegetarian Friendly,€€-€€€,"['Bar', 'Pub']","Alserbachstraße 45, Vienna 1090 Austria",1090
261,Mezzaluna Pizzeria & Ristorante,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza']","Alfred-Adler-Strasse 12, Vienna 1100 Austria",1100
262,Restaurant Edelmann,3.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Gersthofer Strasse 21, Vienna 1180 Austria",1180
263,Conditorei Sluka Kärntner Strasse,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Austrian', 'Cafe', 'European']","Kaerntner Strasse 13-15 Weihburggasse 4, Vienna 1010 Austria",1010
264,La Pergola Osteria Friulana,4.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Mediterranean']","Brueckengasse 11 Kurt Pint Platz, Vienna 1060 Austria",1060
265,MQ Daily,3.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Bar', 'European', 'Cafe']","Museumsplatz 1 Museumsplatz 1 1070, Vienna 1070 Austria",1070
266,Block House Am Naschmarkt,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'American', 'Steakhouse', 'Barbecue', 'European']","Linke Wienzeile 4, Vienna 1060 Austria",1060
267,Asiagourmet,4.0,"Vegetarian Friendly, Vegan Options",€,"['Fast food', 'Asian', 'Thai']","Am Hauptbahnhof 1 / UG 1 Bahnhof City Wien Hauptbahnhof, Vienna 1100 Austria",1100
268,Kafeneon,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Mediterranean', 'Greek', 'Deli', 'Healthy']","Payergasse 7 Yppenplatz, Vienna 1160 Austria",1160
269,Hadikstuberl,4.5,Vegetarian Friendly,€,"['Austrian', 'European', 'Central European']","Hadikgasse 100, Vienna 1140 Austria",1140
270,Rocky Docky's Western-Steak-House,4.0,Vegetarian Friendly,€€-€€€,"['American', 'Steakhouse', 'Barbecue']","Rueckertgasse 39, Vienna 1160 Austria",1160
271,Zum Friedensrichter,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Obere Donaustrasse 57, Vienna 1020 Austria",1020
272,Caffe Intermezzo,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Asian', 'Middle Eastern']","Schrottgiessergasse 1 1020 Vienna, Vienna 1020 Austria",1020
273,Bierosophie,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'International', 'German', 'European']","Gablenzgasse 60/A, Vienna 1160 Austria",1160
274,Mochi Ramen Bar,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Japanese', 'Asian', 'Soups']","Vorgartenmarkt Stand 12 & 29, Vienna 1020 Austria",1020
275,Dolce Pensiero,4.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Cafe']","Salzgries 9/B, Vienna 1010 Austria",1010
276,Ala Restaurant,5.0,Vegetarian Friendly,€€-€€€,"['Turkish', 'Middle Eastern']","Mariahilfer Strasse 151, Vienna 1150 Austria",1150
277,KitchA - Sticks & Rolls,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Sushi', 'Asian', 'Grill']","Vorlaufstrasse 2 1010 Vienna, Vienna 1010 Austria",1010
278,Om namo,5.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Indian', 'Asian', 'Deli']","Spengergasse 22, Vienna 1050 Austria",1050
279,Kyoto Running Sushi,3.0,Vegetarian Friendly,€€-€€€,"['Japanese', 'Sushi', 'Asian']","Handelskai 94-96, Vienna 1200 Austria",1200
280,Gourmet Gasthaus Freyenstein,4.5,Vegetarian Friendly,€€€€,"['Austrian', 'European', 'Central European']","Thimiggasse 11, Vienna 1180 Austria",1180
281,Zum Schwaigerwirt,4.5,"Vegetarian Friendly, Gluten Free Options",€,"['Austrian', 'European']","Schwaigergasse 16, Vienna 1210 Austria",1210
282,Creme de la Creme,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Cafe', 'European']","76 Langegasse, Vienna 1080 Austria",1080
